[ENDING1],[ENDING2],[STARTPHRASE],[LABEL]
"Perasaanku saat ini seperti anak TK yang dibelikan es krim oleh ibunya. Dengan demikian, perasaanku saat ini bahagia.","Perasaanku saat ini seperti anak TK yang dibelikan es krim oleh ibunya. Dengan demikian, perasaanku saat ini sedih.",Perasaanku saat ini seperti anak TK yang dibelikan es krim oleh ibunya.,0
"Perasaanku saat ini seperti karyawan yang mendapatkan surat pemecatan dari bosnya. Dengan demikian, perasaanku saat ini bahagia.","Perasaanku saat ini seperti karyawan yang mendapatkan surat pemecatan dari bosnya. Dengan demikian, perasaanku saat ini sedih.",Perasaanku saat ini seperti karyawan yang mendapatkan surat pemecatan dari bosnya.,1
"Tas yang dia beli seharga uang makanku tiga bulan. Dengan demikian, tas yang dia beli mahal.","Tas yang dia beli seharga uang makanku tiga bulan. Dengan demikian, tas yang dia beli murah.",Tas yang dia beli seharga uang makanku tiga bulan.,0
"Tas yang dia beli seharga uang parkir Indomaret. Dengan demikian, tas yang dia beli mahal.","Tas yang dia beli seharga uang parkir Indomaret. Dengan demikian, tas yang dia beli murah.",Tas yang dia beli seharga uang parkir Indomaret.,1
"Sepatunya sudah seperti badak bercula satu. Dengan demikian, sepatunya langka.","Sepatunya sudah seperti badak bercula satu. Dengan demikian, sepatunya pasaran.",Sepatunya sudah seperti badak bercula satu.,0
"Sepatunya sudah seperti burung gereja di halaman sekolah. Dengan demikian, sepatunya langka.","Sepatunya sudah seperti burung gereja di halaman sekolah. Dengan demikian, sepatunya pasaran.",Sepatunya sudah seperti burung gereja di halaman sekolah.,1
"Mengerjakan skripsi adalah perjalanan di atas serpihan kaca. Dengan demikian, mengerjakan skripsi sulit dan menderita.","Mengerjakan skripsi adalah perjalanan di atas serpihan kaca. Dengan demikian, mengerjakan skripsi mudah dan menyenangkan.",Mengerjakan skripsi adalah perjalanan di atas serpihan kaca.,0
"Mengerjakan skripsi adalah perjalanan di atas karpet bulu. Dengan demikian, mengerjakan skripsi sulit dan menderita.","Mengerjakan skripsi adalah perjalanan di atas karpet bulu. Dengan demikian, mengerjakan skripsi mudah dan menyenangkan.",Mengerjakan skripsi adalah perjalanan di atas karpet bulu.,1
"Hidupku sudah seperti kembang gula anak-anak. Dengan demikian, hidupku manis dan berwarna.","Hidupku sudah seperti kembang gula anak-anak. Dengan demikian, hidupku monoton dan hitam putih.",Hidupku sudah seperti kembang gula anak-anak.,0
"Hidupku sudah seperti kertas hasil fotokopi. Dengan demikian, hidupku manis dan berwarna.","Hidupku sudah seperti kertas hasil fotokopi. Dengan demikian, hidupku monoton dan hitam putih.",Hidupku sudah seperti kertas hasil fotokopi.,1
"Sikapmu padaku bagai kopi sisa semalam. Dengan demikian, sikapmu padaku dingin.","Sikapmu padaku bagai kopi sisa semalam. Dengan demikian, sikapmu padaku hangat.",Sikapmu padaku bagai kopi sisa semalam.,0
"Sikapmu padaku bagai kopi yang baru dibuat. Dengan demikian, sikapmu padaku dingin.","Sikapmu padaku bagai kopi yang baru dibuat. Dengan demikian, sikapmu padaku hangat.",Sikapmu padaku bagai kopi yang baru dibuat.,1
"Seorang pelajar harus memiliki jiwa layaknya atlet olimpiade. Dengan demikian, seorang pelajar harus memiliki jiwa tangguh.","Seorang pelajar harus memiliki jiwa layaknya atlet olimpiade. Dengan demikian, seorang pelajar harus memiliki jiwa rentan.",Seorang pelajar harus memiliki jiwa layaknya atlet olimpiade.,0
"Seorang pelajar harus memiliki jiwa layaknya pasien rumah sakit. Dengan demikian, seorang pelajar harus memiliki jiwa tangguh.","Seorang pelajar harus memiliki jiwa layaknya pasien rumah sakit. Dengan demikian, seorang pelajar harus memiliki jiwa rentan.",Seorang pelajar harus memiliki jiwa layaknya pasien rumah sakit.,1
"Rumah kawanku sudah bak istana presiden. Dengan demikian, rumah kawanku besar dan mewah.","Rumah kawanku sudah bak istana presiden. Dengan demikian, rumah kawanku kecil dan sempit.",Rumah kawanku sudah bak istana presiden.,0
"Rumah kawanku sudah bak toilet kereta ekonomi. Dengan demikian, rumah kawanku besar dan mewah.","Rumah kawanku sudah bak toilet kereta ekonomi. Dengan demikian, rumah kawanku kecil dan sempit.",Rumah kawanku sudah bak toilet kereta ekonomi.,1
"Parfum baru ini sewangi bunga mawar yang mekar di taman. Dengan demikian, parfum ini harum.","Parfum baru ini sewangi bunga mawar yang mekar di taman. Dengan demikian, parfum ini bau busuk.",Parfum baru ini sewangi bunga mawar yang mekar di taman.,0
"Parfum baru ini sewangi bunga bangkai yang mekar di hutan. Dengan demikian, parfum ini harum.","Parfum baru ini sewangi bunga bangkai yang mekar di hutan. Dengan demikian, parfum ini bau busuk.",Parfum baru ini sewangi bunga bangkai yang mekar di hutan.,1
"Gaji yang kuterima ibarat ukuran sepatu bayi baru lahir. Dengan demikian, gaji yang kuterima kecil.","Gaji yang kuterima ibarat ukuran sepatu bayi baru lahir. Dengan demikian, gaji yang kuterima besar.",Gaji yang kuterima ibarat ukuran sepatu bayi baru lahir.,0
"Gaji yang kuterima ibarat gudang penyimpanan beras bulog. Dengan demikian, gaji yang kuterima kecil.","Gaji yang kuterima ibarat gudang penyimpanan beras bulog. Dengan demikian, gaji yang kuterima besar.",Gaji yang kuterima ibarat gudang penyimpanan beras bulog.,1
"Wajahnya bak sayuran yang baru dipetik dari kebun. Dengan demikian, wajahnya segar.","Wajahnya bak sayuran yang baru dipetik dari kebun. Dengan demikian, wajahnya layu.",Wajahnya bak sayuran yang baru dipetik dari kebun.,0
"Wajahnya bak sayuran yang sudah dua minggu di kulkas. Dengan demikian, wajahnya segar.","Wajahnya bak sayuran yang sudah dua minggu di kulkas. Dengan demikian, wajahnya layu.",Wajahnya bak sayuran yang sudah dua minggu di kulkas.,1
"Aku dan dia adalah Edward Cullen dan Bella Swan di Twilight. Dengan demikian, aku dan dia pasangan yang berakhir bahagia.","Aku dan dia adalah Edward Cullen dan Bella Swan di Twilight. Dengan demikian, aku dan dia pasangan yang tidak berakhir bahagia.",Aku dan dia adalah Edward Cullen dan Bella Swan di Twilight.,0
"Aku dan dia adalah Rose dan Jack di Titanic. Dengan demikian, aku dan dia pasangan yang berakhir bahagia.","Aku dan dia adalah Rose dan Jack di Titanic. Dengan demikian, aku dan dia pasangan yang tidak berakhir bahagia.",Aku dan dia adalah Rose dan Jack di Titanic.,1
"Nyanyianmu seperti teriakan bayi yang ingin ganti popok. Dengan demikian, nyanyianmu tidak merdu.","Nyanyianmu seperti teriakan bayi yang ingin ganti popok. Dengan demikian, nyanyianmu merdu.",Nyanyianmu seperti teriakan bayi yang ingin ganti popok.,0
"Nyanyianmu seperti kicauan burung di pagi hari. Dengan demikian, nyanyianmu tidak merdu.","Nyanyianmu seperti kicauan burung di pagi hari. Dengan demikian, nyanyianmu merdu.",Nyanyianmu seperti kicauan burung di pagi hari.,1
"Hadiah ulang tahunku tahun ini seperti jumlah bulan di langit. Dengan demikian, hadiah ulang tahunku tahun ini satu atau sedikit.","Hadiah ulang tahunku tahun ini seperti jumlah bulan di langit. Dengan demikian, hadiah ulang tahunku tahun ini banyak.",Hadiah ulang tahunku tahun ini seperti jumlah bulan di langit.,0
"Hadiah ulang tahunku tahun ini seperti jumlah bintang di langit. Dengan demikian, hadiah ulang tahunku tahun ini satu atau sedikit.","Hadiah ulang tahunku tahun ini seperti jumlah bintang di langit. Dengan demikian, hadiah ulang tahunku tahun ini banyak.",Hadiah ulang tahunku tahun ini seperti jumlah bintang di langit.,1
"Potongan rambutmu bak putri-putri di film Disney. Dengan demikian, potongan rambutmu indah dan cantik.","Potongan rambutmu bak putri-putri di film Disney. Dengan demikian, potongan rambutmu jelek dan berantakan.",Potongan rambutmu bak putri-putri di film Disney.,0
"Potongan rambutmu bak Tarzan. Dengan demikian, potongan rambutmu indah dan cantik.","Potongan rambutmu bak Tarzan. Dengan demikian, potongan rambutmu jelek dan berantakan.",Potongan rambutmu bak Tarzan.,1
"Waktu yang kuhabiskan untuk menunggu barang ini datang adalah 1000 tahun. Dengan demikian, waktu yang kuhabiskan untuk menunggu barang ini sangat lama.","Waktu yang kuhabiskan untuk menunggu barang ini datang adalah 1000 tahun. Dengan demikian, waktu yang kuhabiskan untuk menunggu barang ini sangat cepat.",Waktu yang kuhabiskan untuk menunggu barang ini datang adalah 1000 tahun.,0
"Waktu yang kuhabiskan untuk menunggu barang ini datang adalah satu kedipan mata. Dengan demikian, waktu yang kuhabiskan untuk menunggu barang ini sangat lama.","Waktu yang kuhabiskan untuk menunggu barang ini datang adalah satu kedipan mata. Dengan demikian, waktu yang kuhabiskan untuk menunggu barang ini sangat cepat.",Waktu yang kuhabiskan untuk menunggu barang ini datang adalah satu kedipan mata.,1
"Pekerjaan ini dapat kuselesaikan dengan jentikan jari. Dengan demikian, pekerjaan ini dapat kuselesaikan dengan mudah.","Pekerjaan ini dapat kuselesaikan dengan jentikan jari. Dengan demikian, pekerjaan ini dapat kuselesaikan dengan sulit.",Pekerjaan ini dapat kuselesaikan dengan jentikan jari.,0
"Pekerjaan ini dapat kuselesaikan dengan bermandikan keringat. Dengan demikian, pekerjaan ini dapat kuselesaikan dengan mudah.","Pekerjaan ini dapat kuselesaikan dengan bermandikan keringat. Dengan demikian, pekerjaan ini dapat kuselesaikan dengan sulit.",Pekerjaan ini dapat kuselesaikan dengan bermandikan keringat.,1
"Hidup tanpa ilmu bagai kamar tanpa lampu. Dengan demikian, hidup tanpa ilmu itu gelap.","Hidup tanpa ilmu bagai kamar tanpa lampu. Dengan demikian, hidup tanpa ilmu itu terang.",Hidup tanpa ilmu bagai kamar tanpa lampu.,0
"Hidup tanpa ilmu bagai lampu bohlam 100 watt. Dengan demikian, hidup tanpa ilmu itu gelap.","Hidup tanpa ilmu bagai lampu bohlam 100 watt. Dengan demikian, hidup tanpa ilmu itu terang.",Hidup tanpa ilmu bagai lampu bohlam 100 watt.,1
"Dia sudah lama hidup berpangku tangan. Dengan demikian, dia sudah lama hidup bergantung kepada keluarga.","Dia sudah lama hidup berpangku tangan. Dengan demikian, dia sudah lama hidup memikul beban keluarga.",Dia sudah lama hidup berpangku tangan.,0
"Dia sudah lama hidup menjadi tulang punggung. Dengan demikian, dia sudah lama hidup bergantung kepada keluarga.","Dia sudah lama hidup menjadi tulang punggung. Dengan demikian, dia sudah lama hidup memikul beban keluarga.",Dia sudah lama hidup menjadi tulang punggung.,1
"Pernikahan adalah perjalanan menyusuri sungai cantik yang airnya jernih. Dengan demikian, pernikahan itu menyenangkan.","Pernikahan adalah perjalanan menyusuri sungai cantik yang airnya jernih. Dengan demikian, pernikahan itu menderita.",Pernikahan adalah perjalanan menyusuri sungai cantik yang airnya jernih.,0
"Pernikahan adalah perjalanan di padang pasir mencari sumber air. Dengan demikian, pernikahan itu menyenangkan.","Pernikahan adalah perjalanan di padang pasir mencari sumber air. Dengan demikian, pernikahan itu menderita.",Pernikahan adalah perjalanan di padang pasir mencari sumber air.,1
"Anak kecil adalah kertas putih yang masih kosong. Dengan demikian, anak kecil itu suci.","Anak kecil adalah kertas putih yang masih kosong. Dengan demikian, anak kecil itu profan.",Anak kecil adalah kertas putih yang masih kosong.,0
"Anak kecil adalah kertas gorengan yang penuh dengan minyak. Dengan demikian, anak kecil itu suci.","Anak kecil adalah kertas gorengan yang penuh dengan minyak. Dengan demikian, anak kecil itu profan.",Anak kecil adalah kertas gorengan yang penuh dengan minyak.,1
"Dia kini sudah sebesar kingkong. Dengan demikian, dia kini tubuhnya besar.","Dia kini sudah sebesar kingkong. Dengan demikian, dia kini tubuhnya kecil.",Dia kini sudah sebesar kingkong.,0
"Dia kini sudah sebesar tikus. Dengan demikian, dia kini tubuhnya besar.","Dia kini sudah sebesar tikus. Dengan demikian, dia kini tubuhnya kecil.",Dia kini sudah sebesar tikus.,1
"Kalau sedang lapar dia seperti anak ayam yang belum diberi makan. Dengan demikian, kalau sedang lapar dia berisik.","Kalau sedang lapar dia seperti anak ayam yang belum diberi makan. Dengan demikian, kalau sedang lapar dia tenang.",Kalau sedang lapar dia seperti anak ayam yang belum diberi makan.,0
"Kalau sedang lapar dia seperti air sungai yang sangat dalam. Dengan demikian, kalau sedang lapar dia berisik.","Kalau sedang lapar dia seperti air sungai yang sangat dalam. Dengan demikian, kalau sedang lapar dia tenang.",Kalau sedang lapar dia seperti air sungai yang sangat dalam.,1
"Beban yang kutanggung sudah seperti sekarung kapas. Dengan demikian, beban yang kutanggung ringan.","Beban yang kutanggung sudah seperti sekarung kapas. Dengan demikian, beban yang kutanggung berat.",Beban yang kutanggung sudah seperti sekarung kapas.,0
"Beban yang kutanggung sudah seperti sebongkah beton. Dengan demikian, beban yang kutanggung ringan.","Beban yang kutanggung sudah seperti sebongkah beton. Dengan demikian, beban yang kutanggung berat.",Beban yang kutanggung sudah seperti sebongkah beton.,1
"Hadiah dari ibu ibarat emas 24 karat. Dengan demikian, hadiah dari ibu berharga.","Hadiah dari ibu ibarat emas 24 karat. Dengan demikian, hadiah dari ibu tidak berharga.",Hadiah dari ibu ibarat emas 24 karat.,0
"Hadiah dari ibu ibarat sekarung besi berkarat. Dengan demikian, hadiah dari ibu berharga.","Hadiah dari ibu ibarat sekarung besi berkarat. Dengan demikian, hadiah dari ibu tidak berharga.",Hadiah dari ibu ibarat sekarung besi berkarat.,1
"Aku merasa seperti sedang berpuasa 30 hari penuh tanpa pernah berbuka. Dengan demikian, aku merasa lapar sekali.","Aku merasa seperti sedang berpuasa 30 hari penuh tanpa pernah berbuka. Dengan demikian, aku merasa kenyang sekali.",Aku merasa seperti sedang berpuasa 30 hari penuh tanpa pernah berbuka.,0
"Aku merasa seperti memakan seluruh menu yang ada di rumah makan Padang. Dengan demikian, aku merasa lapar sekali.","Aku merasa seperti memakan seluruh menu yang ada di rumah makan Padang. Dengan demikian, aku merasa kenyang sekali.",Aku merasa seperti memakan seluruh menu yang ada di rumah makan Padang.,1
"Cuaca di Surabaya sepanas gerbang neraka jahanam. Dengan demikian, cuaca di Surabaya panas sekali.","Cuaca di Surabaya sepanas gerbang neraka jahanam. Dengan demikian, cuaca di Surabaya sejuk sekali.",Cuaca di Surabaya sepanas gerbang neraka jahanam.,0
"Cuaca di Surabaya sepanas kulkas dua pintu. Dengan demikian, cuaca di Surabaya panas sekali.","Cuaca di Surabaya sepanas kulkas dua pintu. Dengan demikian, cuaca di Surabaya sejuk sekali.",Cuaca di Surabaya sepanas kulkas dua pintu.,1
"Masakan ibumu layaknya makanan yang dibawakan langsung dari surga. Dengan demikian, masakan ibumu luar biasa enak.","Masakan ibumu layaknya makanan yang dibawakan langsung dari surga. Dengan demikian, masakan ibumu sangat tidak enak.",Masakan ibumu layaknya makanan yang dibawakan langsung dari surga.,0
"Masakan ibumu layaknya makanan sisa yang telah dijilati kucing. Dengan demikian, masakan ibumu luar biasa enak.","Masakan ibumu layaknya makanan sisa yang telah dijilati kucing. Dengan demikian, masakan ibumu sangat tidak enak.",Masakan ibumu layaknya makanan sisa yang telah dijilati kucing.,1
"Kasur hotel ini selembut hamparan kapas dan kain sutra. Dengan demikian, kasur hotel ini empuk dan lembut.","Kasur hotel ini selembut hamparan kapas dan kain sutra. Dengan demikian, kasur hotel ini keras sekali.",Kasur hotel ini selembut hamparan kapas dan kain sutra.,0
"Kasur hotel ini selembut bangku kayu jati di sekolah-sekolah. Dengan demikian, kasur hotel ini empuk dan lembut.","Kasur hotel ini selembut bangku kayu jati di sekolah-sekolah. Dengan demikian, kasur hotel ini keras sekali.",Kasur hotel ini selembut bangku kayu jati di sekolah-sekolah.,1
"Handphone miliknya bagai barang ajaib Doraemon. Dengan demikian, handphone miliknya canggih.","Handphone miliknya bagai barang ajaib Doraemon. Dengan demikian, handphone miliknya kuno.",Handphone miliknya bagai barang ajaib Doraemon.,0
"Handphone miliknya bagai baju hangat nenek buyutku. Dengan demikian, handphone miliknya canggih.","Handphone miliknya bagai baju hangat nenek buyutku. Dengan demikian, handphone miliknya kuno.",Handphone miliknya bagai baju hangat nenek buyutku.,1
"Rambutku setebal buku-buku Harry Potter. Dengan demikian, rambutku tebal.","Rambutku setebal buku-buku Harry Potter. Dengan demikian, rambutku tipis.",Rambutku setebal buku-buku Harry Potter.,0
"Rambutku setebal isi dompetku di akhir bulan. Dengan demikian, rambutku tebal.","Rambutku setebal isi dompetku di akhir bulan. Dengan demikian, rambutku tipis.",Rambutku setebal isi dompetku di akhir bulan.,1
"Lagu yang kau nyanyikan ibarat hujan rintik pengantar tidur. Dengan demikian, lagu yang kau nyanyikan merdu.","Lagu yang kau nyanyikan ibarat hujan rintik pengantar tidur. Dengan demikian, lagu yang kau nyanyikan berisik dan mengganggu.",Lagu yang kau nyanyikan ibarat hujan rintik pengantar tidur.,0
"Lagu yang kau nyanyikan ibarat bunyi klakson pengendara di lampu merah yang baru saja berubah hijau. Dengan demikian, lagu yang kau nyanyikan merdu.","Lagu yang kau nyanyikan ibarat bunyi klakson pengendara di lampu merah yang baru saja berubah hijau. Dengan demikian, lagu yang kau nyanyikan berisik dan mengganggu.",Lagu yang kau nyanyikan ibarat bunyi klakson pengendara di lampu merah yang baru saja berubah hijau.,1
"Gaun pengantin yang ia kenakan bak gaun malaikat yang terbuat dari ratusan benang surga. Dengan demikian, gaun pengantin yang ia kenakan indah dan cantik.","Gaun pengantin yang ia kenakan bak gaun malaikat yang terbuat dari ratusan benang surga. Dengan demikian, gaun pengantin yang ia kenakan jelek.",Gaun pengantin yang ia kenakan bak gaun malaikat yang terbuat dari ratusan benang surga.,0
